The type of glass used in making lenses and prisms is, ,Text,Single,Hard,General Science Synthetic Materials ,jena glass;soft glass;pyrex glass;flint glass;,D
Which one of the following is the petroleum wax?, ,Text,Single,Hard,General Science Synthetic Materials ,Paraffin wax;Jonoba wax;Carnauba wax;Bees wax;,A
Glass is made of the mixture of, ,Text,Single,Hard,General Science Synthetic Materials ,quartz and mica;sand and silicates;salt and quartz;sand and salt;,B
The vast resources of unutilised natural gas can be used in the production of, ,Text,Single,Hard,General Science Synthetic Materials ,graphite;Synthetic petroleum;fertilisers;carbide;,C
Paper is manufactured by, ,Text,Single,Hard,General Science Synthetic Materials ,Wood and resin;Wood, sodium and bleaching powder;Wood, calcium, hydrogen sulphite and resin;Wood and bleaching powder;,C
Gypsum is added to cement clinker to, ,Text,Single,Hard,General Science Synthetic Materials ,increase the tensile strength of cement;decrease the rate of setting of cement;facilitate the formation of colloidal gel;bind the particles of calcium silicate;,B
Soap is a mixture of sodium or potassium salts of, ,Text,Single,Hard,General Science Synthetic Materials ,dicarboxylic acids;monocarboxylic acids;glycerol;tricarboxylic acids;,B
A man completes of a job in 10 days. At this rate, how many more days will it takes him to finish the job?, ,Text,Single,Hard,Chain Rule ,5;6;7;;,B
If a quarter kg of potato costs 60 paise, how many paise will 200 gm cost?, ,Text,Single,Hard,Chain Rule ,48 paise;54 paise;56 paise;72 paise;,A
In a dairy farm, 40 cows eat 40 bags of husk in 40 days. In how many days one cow will eat one bag of husk?, ,Text,Single,Hard,Chain Rule ,1;;40;80;,C
A wheel that has 6 cogs is meshed with a larger wheel of 14 cogs. When the smaller wheel has made 21 revolutions, then the number of revolutions mad by the larger wheel is:, ,Text,Single,Hard,Chain Rule ,4;9;12;49;,B
If 7 spiders make 7 webs in 7 days, then 1 spider will make 1 web in how many days?, ,Text,Single,Hard,Chain Rule ,1;;7;49;,C
A flagstaff 17.5 m high casts a shadow of length 40.25 m. The height of the building, which casts a shadow of length 28.75 m under similar conditions will be:, ,Text,Single,Hard,Chain Rule ,10 m;12.5 m;17.5 m;21.25 m;,B
In a camp, there is a meal for 120 men or 200 children. If 150 children have taken the meal, how many men will be catered to with remaining meal?, ,Text,Single,Hard,Chain Rule ,20;30;40;50;,B
An industrial loom weaves 0.128 metres of cloth every second. Approximately, how many seconds will it take for the loom to weave 25 metres of cloth?, ,Text,Single,Hard,Chain Rule ,178;195;204;488;,B
36 men can complete a piece of work in 18 days. In how many days will 27 men complete the same work?, ,Text,Single,Hard,Chain Rule ,12;18;22;24;None of these;,D
4 mat-weavers can weave 4 mats in 4 days. At the same rate, how many mats would be woven by 8 mat-weavers in 8 days?, ,Text,Single,Hard,Chain Rule ,4;8;12;16;,D
Mohiniattam dance from developed originally in which state?, ,Text,Single,Hard,Indian Culture ,Tamil Nadu;Orissa;Kerala;Karnataka;,C
Which of the following folk dance forms is associated with Gujarat?, ,Text,Single,Hard,Indian Culture ,Nautanki;Garba;Kathakali;Bhangra;,B
Which of the following Akademis is responsible for fostering the development of dance, drama and music in India?, ,Text,Single,Hard,Indian Culture ,National School of Drama;Sangeet Akademi;Sahitya Akademi;Lalit Kala Akademi;,B
The Rath Yatra at Puri is celebrated in honour of which Hindu deity, ,Text,Single,Hard,Indian Culture ,Ram;Jaganath;Shiva;Vishnu;,B
The book of Parsis is, ,Text,Single,Hard,Indian Culture ,Torah;Bible;Zend Avesta;Gita;,C
Kathak is a classical dance of, ,Text,Single,Hard,Indian Culture ,North India;Tamilnadu;Manipur;Kerala;,A
The head quarters of Sahitya Akademi is at, ,Text,Single,Hard,Indian Culture ,Mumbai;Chennai;New Delhi;Kolkata;,C
The dance encouraged and performance from the temple of Thanjavur was, ,Text,Single,Hard,Indian Culture ,Kathakali;Odissi;Kathak;Bharatanatyam;,D
The last Mahakumbh of the 20th century was held at, ,Text,Single,Hard,Indian Culture ,Nasik;Ujjain;Allahabad;Haridwar;,D
The National Song of India was composed by, ,Text,Single,Hard,Indian Culture ,Rabindranath Tagore;Bankim Chandra Chatterji;Iqbal;Jai Shankar Prasad;,B
'Kathakali' is a folk dance prevalent in which state?, ,Text,Single,Hard,Indian Culture ,Karnataka;Orissa;Kerala;Manipur;,C
Which of the following dances is a solo dance?, ,Text,Single,Hard,Indian Culture ,Ottan Thullal;Kuchipudi;Yakshagana;Odissi;,A
The National Anthem was first sung in the year, ,Text,Single,Hard,Indian Culture ,1911;1913;1936;1935;,A
Thillana is a format of, ,Text,Single,Hard,Indian Culture ,Kuchipudi;Odissi;Baharatanatyam;Kathak;,C
'Madhubani', a style of folk paintings, is popular in which of the following states in India?, ,Text,Single,Hard,Indian Culture ,Uttar Pradesh;Rajasthan;Madhya Pradesh;Bihar;,D
Who composed the famous song 'Sare Jahan SeAchha'?, ,Text,Single,Hard,Indian Culture ,Jaidev;Mohammad Iqbal;Bankim Chandra Chattopadhyay;Rabindranath Tagore;,B
In which of the following festivals are boat races a special feature?, ,Text,Single,Hard,Indian Culture ,Onam;Rongali Bihu;Navratri;Pongal;,A
Kalchakra ceremony is associated with which of the following ceremonies?, ,Text,Single,Hard,Indian Culture ,Hinduism;Buddhism;Jainism;Islam;,B
Which of the following places is famous for Chikankari work, which is a traditional art of embroidery?, ,Text,Single,Hard,Indian Culture ,Lucknow;Hyderabad;Jaipur;Mysore;,A

In a _____ a parent record type can be linked to one or more "child" record types, but a child record type can have only one parent., ,Text,Single,Hard,Database Systems ,Network database;Relational database;Distributed database;Hierarchical database;None of the above;,D
The main idea behind computer files is that it is convenient to, ,Text,Single,Hard,Database Systems ,arrange them;store information together;create them;access them;None of the above;,B
A network schema, ,Text,Single,Hard,Database Systems ,restricts the structure to a one-to-many relationship;permits many-to-many relation¬ships;stores data in tables;All of the above;None of the above;,B
The logical data structure with a one-to-many relationship is a :, ,Text,Single,Hard,Database Systems ,network;tree;chain;relational;None of the above;,B
Updating a database means, ,Text,Single,Hard,Database Systems ,revising the file structure;reorganizing the database;modifying or adding record occurrences;All of the above;None of the above;,C
Which of the following is true of a network structure?, ,Text,Single,Hard,Database Systems ,It is a physical representation of the data;It allows a many-to-many relationship;It is conceptually simple;It will be the dominant data base of the future;None of the above;,B
Periodically adding, changing and deleting file records is called file, ,Text,Single,Hard,Database Systems ,Updating;upgrading;restructuring;renewing;None of the above;,A
The relational model uses some unfamiliar terminology. A tuple is equivalent to a:, ,Text,Single,Hard,Database Systems ,record;field;file;data base;data item;,A
A list consists of last names, first names, addresses, and pin codes if all people in the list have the same last and the same pin code, a useful key would be, ,Text,Single,Hard,Database Systems ,the pin code;the last name;a compound key consisting of the first name and the last name;All of the above;None of the above;,C
In SQL, which command(s) is(are) used to enable/disable a database trigger?, ,Text,Single,Hard,Database Systems ,MODIFY USER;CHANGE USER;ALTER TRIGGER;All of the above;None of the above;,C
Data item characteristics that are important in data management include, ,Text,Single,Hard,Database Systems ,punctuation;language;spelling;width;None of the above;,D
A form defines, ,Text,Single,Hard,Database Systems ,where data is placed on the screen;the width of each field;both (a) and (b);All of the above;None of the above;,C
The data dictionary tells the DBMS, ,Text,Single,Hard,Database Systems ,what files are in the database;what attribute are possessed by the data;what these files contain;All of the above;None of the above;,D
An-owner-member set in the CODASYL specifications may have, ,Text,Single,Hard,Database Systems ,only one owner but many owner occurrences;only one member but many member occurrence;more than one member but only one occurrence per member;All of the above;None of the above;,A
When you have finished entering information into a form, ,Text,Single,Hard,Database Systems ,the template is written to the data file;the contents of the form are written to the data file;the contents of the form can be printed;All of the above;None of the above;,B
A top-to-bottom relationship among the items in a database is established by a, ,Text,Single,Hard,Database Systems ,Hierarchical schema;Network schema;Relational schema;All of the above;None of the above;,A
A database management system, ,Text,Single,Hard,Database Systems ,allows simultaneous access to multiple files;can do more than a record management system;is a collection of programs for managing data in a single file;both (a) and (b);None of the above;,D
The highest level in the hierarchy of data organization is called, ,Text,Single,Hard,Database Systems ,data bank;database;data file;data record;None of the above;,B
A number of related records that are treated as a unit is called, ,Text,Single,Hard,Database Systems ,file;field;data;batch;None of the above;,A
To have a file hold a list, it is necessary to, ,Text,Single,Hard,Database Systems ,identify the records in the list;identify the name, width and type of the fields of each record.;decide which fields will be used as sort or index keys;All of the above;None of the above;,D
If the record management system allows you to edit values before they are recorded on disk, you can, ,Text,Single,Hard,Database Systems ,correct spelling changes before they are recorded;change the name of a field;change the width of a field;All of the above;None of the above;,A
Which of the following hardware components is the most important to the operation of a database management system?, ,Text,Single,Hard,Database Systems ,high-resolution video display;printer;high speed, large-capacity disk;plotter;mouse;,C
The PROJECT command will create new table that has, ,Text,Single,Hard,Database Systems ,more fields than the original table;more rows than the original table;both (a) and (b);all the fields of master table;None of the above;,E
Which command is used to remove an index from the database in SQL?, ,Text,Single,Hard,Database Systems ,DELETE INDEX;DROP INDEX;REMOVE INDEX;ROLL BACK INDEX;None of the above;,B
The files stored on a secondary stage device are composed of a hierarchy of data. What does a record in a file contain?, ,Text,Single,Hard,Database Systems ,Bits;Characters;Data field;Schema;None of the above;,C
If you want to group the records in the abc database, you could use the Jobcode as the _____., ,Text,Single,Hard,Database Systems ,Delete;Update;Sort Key;Index;None of the above;,C
Sophisticated report generators can, ,Text,Single,Hard,Database Systems ,print row-oriented reports;perform arithmetic operations;selectively retrieve and print portions of a list;All of the above;None of the above;,D
What is the language used by most of the DBMSs for helping their users to access data?, ,Text,Single,Hard,Database Systems ,High level language;Query language;SQL;4GL;None of the above;,B
Which command is used to remove a table from the database in SQL?, ,Text,Single,Hard,Database Systems ,DELETE TABLE;DROP TABLE;ERASE TABLE;UNATTACH TABLE;None of the above;,B
What is the name given to the database management system which is able to handle full text data, image data, audio and video?, ,Text,Single,Hard,Database Systems ,Full media;Graphics media;Multimedia;Hypertext;None of the above;,C
After you _____ a record, many data management the environments require you to issue a command to save the changes you made., ,Text,Single,Hard,Database Systems ,Delete;Update;Sort key;Index;None of the above;,B
In SQL, which command is used to make permanent changes made by statements issue since the beginning of a transaction?, ,Text,Single,Hard,Database Systems ,ZIP;PACK;COMMIT;SAVE;None of the above;,C
A large computer information system maintains many different computer files. Which amongst them is called a perpetual file?, ,Text,Single,Hard,Database Systems ,Specialized file;Log file;Master file;Update file;None of the above;,C
Which two files are used during operation of the DBMS?, ,Text,Single,Hard,Database Systems ,query language and utilities;data manipulation language and query language;data dictionary and transaction log;data dictionary and query language;None of the above;,C
The Management Information system (MIS) structure with one main computer system is called a, ,Text,Single,Hard,Database Systems ,hierarchical MIS structure;distributed MIS structure;centralized MIS structure;decentralized MIS structure;None of the above;,C
In SQL, GRANT command is used to, ,Text,Single,Hard,Database Systems ,allow user to access databases;allow user to create databases;grant system privileges, roles, and object privileges to uses and roles;choose auditing for specific SQL commands;None of the above;,C
In SQL, which command is used to add new rows to a table?, ,Text,Single,Hard,Database Systems ,ALTER TABLE;ADD ROW;INSERT;APPEND;None of the above;,C
In SQL, which command(s) is(are) used to enable/disable all triggers on a table?, ,Text,Single,Hard,Database Systems ,ALTER TRIGGERS;ALTER TABLE;MODIFY TRIGGERS IN TABLE;All of the above;None of the above;,B
If a calculation is embedded in a form, ,Text,Single,Hard,Database Systems ,the result of the calculations are stored with the form;the calculations are stored with the form;the result of the calculations are printed in report;All of the above;None of the above;,B
When using a database management system, the first thing that you must do is to, ,Text,Single,Hard,Database Systems ,create a database file;activate file editor;load the software into your micro¬computer;keep a floppy disk in readiness;None of the above;,C
A file produced by a spreadsheet, ,Text,Single,Hard,Database Systems ,is generally stored on disk in an ASCII text format;can be used as it by the DBMS;can be used for graphic;All of the above;None of the above;,A
Which of the following is not a relational database?, ,Text,Single,Hard,Database Systems ,dBASE IV;4th Dimension;FoxPro;Reflex;None of the above;,D
Sort/report generators, ,Text,Single,Hard,Database Systems ,are faster than index/report generators;require more disk space than index/report generators;do not need to sort before generating a report;both (a) and (b);None of the above;,B
Which of the following are Java reserved words?, ,Text,Single,Average,Objects and Collections ,1 and 2;2 and 3;3 and 4;2 and 4;,B
Which collection class allows you to associate its elements with key values, and allows you to retrieve objects in FIFO (first-in, first-out) sequence?, ,Text,Single,Average,Objects and Collections ,java.util.ArrayList;java.util.LinkedHashMap;java.util.HashMap;java.util.TreeMap;,B
, ,Text,Single,Average,Objects and Collections ,No statement required.;import java.io.*;;include java.io.*;;import java.io.PrintWriter;;,A
Which interface provides the capability to store objects using a key-value pair?, ,Text,Single,Average,Objects and Collections ,Java.util.Map;Java.util.Set;Java.util.List;Java.util.Collection;,A
What is the numerical range of char?, ,Text,Single,Average,Objects and Collections ,0 to 32767;0 to 65535;-256 to 255;-32768 to 32767;,B
Which collection class allows you to access its elements by associating a key with an element's value, and provides synchronization?, ,Text,Single,Average,Objects and Collections ,java.util.SortedMap;java.util.TreeMap;java.util.TreeSet;java.util.Hashtable;,D
Which is valid declaration of a float?, ,Text,Single,Average,Objects and Collections ,float f = 1F;;float f = 1.0;;float f = "1";;float f = 1.0d;;,A
In LISP, the function X (x). (2x+l) would be rendered as, ,Text,Single,Average,Artificial Intelligence ,(lambda (x) (+(*2 x)l));(lambda (x) (+1 (* 2x);(+ lambda (x) 1 (*2x));(* lambda(x) (+2x1);None of the above;,A
Weak AI is, ,Text,Single,Average,Artificial Intelligence ,the embodiment of human intellectual capabilities within a computer.;a set of computer programs that produce output that would be considered to reflect intelligence if it were generated by humans.;the study of mental faculties through the use of mental models implemented on a computer.;All of the above;None of the above;,C
In which of the following areas may ICAI programs prove to be useful?, ,Text,Single,Average,Artificial Intelligence ,educational institutions;corporations;department of Defence;All of the above;None of the above;,D
One of the leading American robotics centers is the Robotics Institute located at:, ,Text,Single,Average,Artificial Intelligence ,CMU;MIT;RAND;SRI;None of the above;,A
A problem is first connected to its proposed solution during the _____ stage., ,Text,Single,Average,Artificial Intelligence ,conceptualization;identification;formalization;implementation.;testing;,C
In LISP, the function assigns the symbol x to y is, ,Text,Single,Average,Artificial Intelligence ,(setq y x);(set y = 'x');(setq y = 'x');(setq y 'x');None of the above;,D
In LISP, the function returns t if <object> is a CONS cell and nil otherwise:, ,Text,Single,Average,Artificial Intelligence ,(cons <object>);(consp <object>);(eq <object>);(cous = <object>);None of the above;,B
What is the name of the computer program that contains the distilled knowledge of an expert?, ,Text,Single,Average,Artificial Intelligence ,Data base management system;Management information System;Expert system;Artificial intelligence;None of the above;,C
Natural language processing is divided into the two subfields of:, ,Text,Single,Average,Artificial Intelligence ,symbolic and numeric;time and motion;algorithmic and heuristic;understanding and generation;None of the above;,D
In a rule-based system, procedural domain knowledge is in the form of:, ,Text,Single,Average,Artificial Intelligence ,production rules;rule interpreters;meta-rules;control rules;None of the above;,A
The hardware features of LISP machines generally include:, ,Text,Single,Average,Artificial Intelligence ,large memory and a high-speed processor;letter-quality printers and 8-inch disk drives;a mouse and a specialized keyboard;both (a) and (c);None of the above;,D
Programming a robot by physically moving it through the trajectory you want it to follow is called:, ,Text,Single,Average,Artificial Intelligence ,contact sensing control;continuous-path control;robot vision control;pick-and-place control;None of the above;,B
PROLOG is an AI programming language which solves problems with a form of symbolic logic known as predicate calculus. It was developed in 1972 at the University of Marseilles by a team of specialists. Can you name the person who headed this team?, ,Text,Single,Average,Artificial Intelligence ,Alain Colmerauer;Nicklaus Wirth;Seymour Papert;John McCarthy;None of the above;,A
A natural language generation program must decide:, ,Text,Single,Average,Artificial Intelligence ,what to say;when to say something;why it is being used;both (a) and (b);None of the above;,D
In LISP, the addition 3 + 2 is entered as, ,Text,Single,Average,Artificial Intelligence ,3 + 2;3 add 2;3 + 2 =;(+ 3 2);None of the above;,D
What of the following is considered to be a pivotal event in the history of AI., ,Text,Single,Average,Artificial Intelligence ,1949, Donald O, The organization of Behaviour,;1950, Computing Machinery and Intelligence.;1956, Dartmouth University Conference Organized by John McCarthy;1961, Computer and Computer Sense.;None of the above;,C
What is the name of the computer program that simulates the thought processes of human beings?, ,Text,Single,Average,Artificial Intelligence ,Human logic;Expert reason;Expert system;Personal information;None of the above;,C
, ,Text,Single,Average,Objects and Collections ,No statement required.;import java.io.*;;include java.io.*;;import java.io.PrintWriter;;,A
A network with named nodes and labeled arcs that can be used to represent certain natural language grammars to facilitate parsing., ,Text,Single,Average,Artificial Intelligence ,Tree Network;Star Network;Transition Network;Complete Network;None of the above;,C
Which company offers the LISP machine considered to be "the most powerful symbolic processor available"?, ,Text,Single,Average,Artificial Intelligence ,LMI;Symbolics;Xerox;Texas Instruments;None of the above;,B
Research scientists all over the world are taking steps towards building computers with circuits patterned after the complex inter connections existing among the human brain's nerve cells. What name is given to such type of computers?, ,Text,Single,Average,Artificial Intelligence ,Intelligent computers;Supercomputers;Neural network computers;Smart computers;None of the above;,C
DEC advertises that it helped to create "the world's first expert system routinely used in an industrial environment," called XCON or:, ,Text,Single,Average,Artificial Intelligence ,PDP-11;Rl;VAX;MAGNOM;None of the above;,B
The Strategic Computing Program is a project of the:, ,Text,Single,Average,Artificial Intelligence ,Defense Advanced Research Projects Agency;National Science Foundation;Jet Propulsion Laboratory;All of the above;None of the above;,A
If a robot can alter its own trajectory in response to external conditions, it is considered to be:, ,Text,Single,Average,Artificial Intelligence ,intelligent;mobile;open loop;non-servo;None of the above;,A
Nils Nilsson headed a team at SRI that created a mobile robot named:, ,Text,Single,Average,Artificial Intelligence ,Robitics;Dedalus;Shakey;Vax;None of the above;,C
To invoke the LISP system, you must enter, ,Text,Single,Average,Artificial Intelligence ,AI;LISP;CL (Common Lisp);both b and c;None of the above;,D
The original LISP machines produced by both LMI and Symbolics were based on research performed at:, ,Text,Single,Average,Artificial Intelligence ,CMU;MIT;Stanford University;RAMD;None of the above;,B
A process that is repeated, evaluated, and refined is called:, ,Text,Single,Average,Artificial Intelligence ,diagnostic;descriptive;interpretive;iterative;None of the above;,D
Ambiguity may be caused by:, ,Text,Single,Average,Artificial Intelligence ,syntactic ambiguity;multiple word meanings;unclear antecedents;All of the above;None of the above;,D
High-resolution, bit-mapped displays are useful for displaying:, ,Text,Single,Average,Artificial Intelligence ,clearer characters;graphics;more characters;All of the above;None of the above;,D
What is the numerical range of char?, ,Text,Single,Average,Objects and Collections ,0 to 32767;0 to 65535;-256 to 255;-32768 to 32767;,B
A computer program that contains expertise in a particular domain is called an:, ,Text,Single,Average,Artificial Intelligence ,intelligent planner;automatic processor;expert system;operational symbolizer;None of the above;,C
In LISP, the function returns the first element of a list Is, ,Text,Single,Average,Artificial Intelligence ,set;car;first;second;None of the above;,B
Which of the following have people traditionally done better than computers?, ,Text,Single,Average,Artificial Intelligence ,recognizing relative importance;finding similarities;resolving ambiguity;All of the above;(a) and (c) above.;,D
The field that investigates the mechanics of human intelligence is:, ,Text,Single,Average,Artificial Intelligence ,history;cognitive science;psychology;sociology;None of the above;,B
Which type of actuator generates a good deal of power but tends to be messy?, ,Text,Single,Average,Artificial Intelligence ,electric;hydraulic;pneumatic;(B) and (c) above;None of the above;,B
Claude Shannon described the operation of electronic switching circuits with a system of mathematical logic called:, ,Text,Single,Average,Artificial Intelligence ,LISP;XLISP;Boolean algebra;neural networking;None of the above;,C
A bidirectional feedback loop links computer modelling with:, ,Text,Single,Average,Artificial Intelligence ,artificial science;heuristic processing;human intelligence;cognitive science;None of the above;,D
The new organization established to implement the Fifth Generation Project is called:, ,Text,Single,Average,Artificial Intelligence ,ICOT (Institute for New Generation Computer Technology);MITI (Ministry of International Trade and Industry);MCC (Microelectronics and Computer Technology Corporation);SCP (Stategic Computing Program);None of the above;,A
Who is considered to be the "father" of artificial intelligence?, ,Text,Single,Average,Artificial Intelligence ,Fisher Ada;John McCarthy;Allen Newell;Alan Turning;None of the above;,B
Prior to the invention of time sharing, the prevalent method of computer access was:, ,Text,Single,Average,Artificial Intelligence ,batch processing;telecommunication;remote access;All of the above;None of the above;,A
An AI technique that allows computers to understand associations and relationships between objects and events is called:, ,Text,Single,Average,Artificial Intelligence ,heuristic processing;cognitive science;relative symbolism;pattern matching;None of the above;,D
Which collection class allows you to access its elements by associating a key with an element's value, and provides synchronization?, ,Text,Single,Average,Objects and Collections ,java.util.SortedMap;java.util.TreeMap;java.util.TreeSet;java.util.Hashtable;,D
In LISP, the function evaluates both <variable> and <object> is, ,Text,Single,Average,Artificial Intelligence ,set;setq;add;eva;None of the above;,A
In 1985, the famous chess player David Levy beat a world champion chess program in four straight games by using orthodox moves that confused the program. What was the name of the chess program?, ,Text,Single,Average,Artificial Intelligence ,Kaissa;CRAY BLITZ;Golf;DIGDUG;None of the above;,B
The explanation facility of an expert system may be used to:, ,Text,Single,Average,Artificial Intelligence ,construct a diagnostic model;expedite the debugging process;explain the system's reasoning process;All of the above;both (b) and (c);,E
Which of the following are Java reserved words?, ,Text,Single,Average,Objects and Collections ,1 and 2;2 and 3;3 and 4;2 and 4;,B
Which collection class allows you to associate its elements with key values, and allows you to retrieve objects in FIFO (first-in, first-out) sequence?, ,Text,Single,Average,Objects and Collections ,java.util.ArrayList;java.util.LinkedHashMap;java.util.HashMap;java.util.TreeMap;,B
Visual clues that are helpful in computer vision include:, ,Text,Single,Average,Artificial Intelligence ,colour and motion;depth and texture;height and weight;a and b above;None of the above;,D
Which interface provides the capability to store objects using a key-value pair?, ,Text,Single,Average,Objects and Collections ,Java.util.Map;Java.util.Set;Java.util.List;Java.util.Collection;,A
Seymour Papert of the MIT AI lab created a programming environment for children called:, ,Text,Single,Average,Artificial Intelligence ,BASIC;LOGO;MYCIN;FORTRAN;None of the above;,B
Which is valid declaration of a float?, ,Text,Single,Average,Objects and Collections ,float f = 1F;;float f = 1.0;;float f = "1";;float f = 1.0d;;,A
In LISP, the function X (x). (2x+l) would be rendered as, ,Text,Single,Average,Artificial Intelligence ,(lambda (x) (+(*2 x)l));(lambda (x) (+1 (* 2x);(+ lambda (x) 1 (*2x));(* lambda(x) (+2x1);None of the above;,A
Which of the following are loaded into main memory when the computer is booted?, ,Text,Single,Average,Operating Systems Concepts ,internal command instructions;external command instructions;utility programs;word processing instructions;None of the above;,A
Weak AI is, ,Text,Single,Average,Artificial Intelligence ,the embodiment of human intellectual capabilities within a computer.;a set of computer programs that produce output that would be considered to reflect intelligence if it were generated by humans.;the study of mental faculties through the use of mental models implemented on a computer.;All of the above;None of the above;,C
In which of the following areas may ICAI programs prove to be useful?, ,Text,Single,Average,Artificial Intelligence ,educational institutions;corporations;department of Defence;All of the above;None of the above;,D
In MS-DOS 5.0, which is the number that acts as a code to uniquely identify the software product?, ,Text,Single,Average,Operating Systems Concepts ,MS;DOS;MS DOS;5.0;None of the above;,D
One of the leading American robotics centers is the Robotics Institute located at:, ,Text,Single,Average,Artificial Intelligence ,CMU;MIT;RAND;SRI;None of the above;,A
A problem is first connected to its proposed solution during the _____ stage., ,Text,Single,Average,Artificial Intelligence ,conceptualization;identification;formalization;implementation.;testing;,C
In LISP, the function assigns the symbol x to y is, ,Text,Single,Average,Artificial Intelligence ,(setq y x);(set y = 'x');(setq y = 'x');(setq y 'x');None of the above;,D
In LISP, the function returns t if <object> is a CONS cell and nil otherwise:, ,Text,Single,Average,Artificial Intelligence ,(cons <object>);(consp <object>);(eq <object>);(cous = <object>);None of the above;,B
What is the name of the computer program that contains the distilled knowledge of an expert?, ,Text,Single,Average,Artificial Intelligence ,Data base management system;Management information System;Expert system;Artificial intelligence;None of the above;,C
Natural language processing is divided into the two subfields of:, ,Text,Single,Average,Artificial Intelligence ,symbolic and numeric;time and motion;algorithmic and heuristic;understanding and generation;None of the above;,D
In a rule-based system, procedural domain knowledge is in the form of:, ,Text,Single,Average,Artificial Intelligence ,production rules;rule interpreters;meta-rules;control rules;None of the above;,A
Thrashing, ,Text,Single,Average,Operating Systems Concepts ,is a natural consequence of virtual memory systems;can always be avoided by swapping;always occurs on large computers;can be caused by poor paging algorithms;None of the above;,D
Page stealing, ,Text,Single,Average,Operating Systems Concepts ,is a sign of an efficient system;is taking page frames from other working sets;should be the tuning goal;is taking larger disk spaces for pages paged out;None of the above;,B
The hardware features of LISP machines generally include:, ,Text,Single,Average,Artificial Intelligence ,large memory and a high-speed processor;letter-quality printers and 8-inch disk drives;a mouse and a specialized keyboard;both (a) and (c);None of the above;,D
Addressing structure, ,Text,Single,Average,Operating Systems Concepts ,defines the fundamental method of determining effective operand addresses;are variations in the use of fundamental addressing structures, or some associated actions which are related to addressing.;performs indicated operations on two fast registers of the machine and leave the result in one of the registers.;all of the above;None of the above;,A
In analyzing the compilation of PL/I program, the term "Lexical analysis" is associated with, ,Text,Single,Average,Operating Systems Concepts ,recognition of basic syntactic constructs through reductions.;recognition of basic elements and creation of uniform symbols;creation of more optional matrix.;use of macro processor to produce more optimal assembly code;None of the above;,B
What is the name given to the values that are automatically provided by software to reduce keystrokes and improve a computer user's productivity?, ,Text,Single,Average,Operating Systems Concepts ,Defined values;Fixed values;Default values;Special values;None of the above;,C
Programming a robot by physically moving it through the trajectory you want it to follow is called:, ,Text,Single,Average,Artificial Intelligence ,contact sensing control;continuous-path control;robot vision control;pick-and-place control;None of the above;,B
Memory management is :, ,Text,Single,Average,Operating Systems Concepts ,not used in modern operating system;replaced with virtual memory on current systems;not used on multiprogramming systems;critical for even the simplest operating systems;None of the above;,D
The register or main memory location which contains the effective address of the operand is known as, ,Text,Single,Average,Operating Systems Concepts ,pointer;indexed register;special location;scratch pad;None of the above;,A
PROLOG is an AI programming language which solves problems with a form of symbolic logic known as predicate calculus. It was developed in 1972 at the University of Marseilles by a team of specialists. Can you name the person who headed this team?, ,Text,Single,Average,Artificial Intelligence ,Alain Colmerauer;Nicklaus Wirth;Seymour Papert;John McCarthy;None of the above;,A
A natural language generation program must decide:, ,Text,Single,Average,Artificial Intelligence ,what to say;when to say something;why it is being used;both (a) and (b);None of the above;,D
In LISP, the addition 3 + 2 is entered as, ,Text,Single,Average,Artificial Intelligence ,3 + 2;3 add 2;3 + 2 =;(+ 3 2);None of the above;,D
What of the following is considered to be a pivotal event in the history of AI., ,Text,Single,Average,Artificial Intelligence ,1949, Donald O, The organization of Behaviour,;1950, Computing Machinery and Intelligence.;1956, Dartmouth University Conference Organized by John McCarthy;1961, Computer and Computer Sense.;None of the above;,C
While working with MS-DOS, which command will you use to transfer a specific file from one disk to another?, ,Text,Single,Average,Operating Systems Concepts ,DISKCOPY;COPY;RENAME;FORMAT;None of the above;,B
What is the name of the computer program that simulates the thought processes of human beings?, ,Text,Single,Average,Artificial Intelligence ,Human logic;Expert reason;Expert system;Personal information;None of the above;,C
, ,Text,Single,Average,Objects and Collections ,No statement required.;import java.io.*;;include java.io.*;;import java.io.PrintWriter;;,A
The Memory Buffer Register (MBR), ,Text,Single,Average,Operating Systems Concepts ,is a hardware memory device which denotes the location of the current instruction being executed.;is a group of electrical circuits (hardware), that performs the intent of instructions fetched from memory.;contains the address of the memory location that is to be read from or stored into.;contains a copy of the designated memory location specified by the MAR after a "read" or the new contents of the memory prior to a "write".;None of the above;,D
Memory, ,Text,Single,Average,Operating Systems Concepts ,is a device that performs a sequence of operations specified by instructions in memory.;is the device where information is stored;is a sequence of instructions;is typically characterized by interactive processing and time-slicing of the CPU's time to allow quick response to each user.;None of the above;,B
A network with named nodes and labeled arcs that can be used to represent certain natural language grammars to facilitate parsing., ,Text,Single,Average,Artificial Intelligence ,Tree Network;Star Network;Transition Network;Complete Network;None of the above;,C
The principle of locality of reference justifies the use of, ,Text,Single,Average,Operating Systems Concepts ,reenterable;non reusable;virtual memory;cache memory;None of the above;,D
What is the name of the operating system for the laptop computer called MacLite?, ,Text,Single,Average,Operating Systems Concepts ,Windows;DOS;MS-DOS;OZ;None of the above;,D
Which company offers the LISP machine considered to be "the most powerful symbolic processor available"?, ,Text,Single,Average,Artificial Intelligence ,LMI;Symbolics;Xerox;Texas Instruments;None of the above;,B
